<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20200725,39100.00,40618,37613,39475.67,38686,253432935160.00,3329,38686
جم-ا,20200726,38325.67,38326,37505,37536.00,39476,404913633820.00,3546,39476
جم-ا,20200727,35811.00,38548,35665,36723.33,37536,319671383960.00,3482,37536
جم-ا,20200728,38172.33,38180,34891,36416.67,36723,203332235570.00,2327,36723
جم-ا,20200729,35918.33,37689,34615,36002.67,36417,355312977160.00,3292,36417
جم-ا,20200801,37796.67,37797,36647,37030.00,36003,155379035920.00,2034,36003
جم-ا,20200802,38877.67,38878,35182,38548.00,37030,296127843690.00,2983,37030
جم-ا,20200803,37566.67,37950,36624,37160.33,38548,185208908750.00,2004,38548
جم-ا,20200804,37321.33,39016,36685,37789.00,37160,410552880880.00,3269,37160
جم-ا,20200805,39445.00,39675,38333,39107.67,37789,239506469290.00,2043,37789
جم-ا,20200809,41032.00,41032,38341,39828.33,39108,199073945860.00,2559,39108
جم-ا,20200810,40556.67,40557,37843,38088.00,39828,231419334690.00,2404,39828
جم-ا,20200811,36186.67,36800,36187,36202.00,38088,162023820520.00,1414,38088
جم-ا,20200812,36186.67,37873,34400,35458.33,36202,149984843720.00,1434,36202
جم-ا,20200815,33848.33,34492,33687,33725.67,35458,117843885830.00,869,35458
جم-ا,20200816,32046.67,33013,32047,32077.33,33726,236319349190.00,1228,33726
جم-ا,20200817,30682.00,33657,30682,32606.33,32077,70078339430.00,1256,32077
جم-ا,20200818,33081.67,34232,32967,34124.33,32606,167990955040.00,1453,32606
جم-ا,20200819,34040.00,34040,32422,33863.67,34124,15646798380.00,365,34124
جم-ا,20200822,32437.67,34117,32177,32514.33,33864,152407361280.00,1211,33864
جم-ا,20200823,31816.67,31817,30889,30904.33,32514,189781849930.00,671,32514
جم-ا,20200824,30973.33,31050,29363,29401.67,30904,273221558620.00,1214,30904
جم-ا,20200825,30866.00,30866,30866,30030.33,29402,39002358120.00,462,29402
جم-ا,20200826,31525.33,31525,31433,31525.33,30030,115814001250.00,822,30030
جم-ا,20200831,33043.33,33043,29954,30567.00,31525,232844258560.00,1509,31525
جم-ا,20200901,29118.00,30559,29041,29256.00,30567,333407760850.00,2040,30567
جم-ا,20200902,28750.00,29517,27799,28267.00,29256,173084517480.00,1391,29256
جم-ا,20200905,29677.67,29678,29678,29194.67,28267,68881115940.00,454,28267
جم-ا,20200906,30651.33,30651,29685,30574.67,29195,209651370060.00,1191,29195
جم-ا,20200907,30053.33,31203,29049,29463.00,30575,180697651120.00,1214,30575
جم-ا,20200908,28366.67,30667,28037,28627.33,29463,148600081910.00,1446,29463
جم-ا,20200909,27676.67,30053,27677,29708.33,28627,226475010270.00,1323,28627
جم-ا,20200912,31188.00,31188,31188,31188.00,29708,110794624200.00,520,29708
جم-ا,20200913,31962.33,32744,31211,32583.33,31188,442006514620.00,2360,31188
جم-ا,20200914,33580.00,34209,32813,34109.00,32583,112666489240.00,640,32583
جم-ا,20200915,35811.00,35811,35811,35558.00,34109,102787924050.00,432,34109
جم-ا,20200916,37329.00,37329,37329,37329.00,35558,216587678310.00,563,35558
جم-ا,20200919,37183.33,39192,35489,38525.00,37329,427938546360.00,3149,37329
جم-ا,20200920,38218.33,38218,36601,36715.67,38525,171232274990.00,1712,38525
جم-ا,20200921,34898.67,36716,34899,35581.00,36716,124318767390.00,1160,36716
جم-ا,20200922,36792.33,37360,35420,36823.00,35581,133571069790.00,1242,35581
جم-ا,20200923,38325.67,38663,37567,38624.67,36823,238010162600.00,1706,36823
جم-ا,20200926,40549.00,40549,38333,40326.67,38625,311504375750.00,2575,38625
جم-ا,20200927,40564.33,40564,38310,38586.33,40327,113206207060.00,790,40327
جم-ا,20200928,36662.00,38326,36662,36976.33,38586,333394284290.00,1269,38586
جم-ا,20200929,35496.67,38824,35228,37934.67,36976,206465244590.00,1880,36976
جم-ا,20200930,39790.00,39828,38126,38908.33,37935,128772810740.00,1634,37935
جم-ا,20201003,38341.00,39713,37812,39023.33,38908,213391113840.00,2329,38908
جم-ا,20201004,38187.67,38924,37076,37306.00,39023,234058922270.00,1565,39023
جم-ا,20201005,35458.33,38333,35443,36094.67,37306,76153892350.00,986,37306
جم-ا,20201006,35197.67,37544,34891,36432.00,36095,108876432010.00,1014,36095
جم-ا,20201007,36662.00,37482,36033,36478.00,36432,48205732040.00,862,36432
جم-ا,20201010,37106.67,37337,34669,36286.33,36478,48540446960.00,593,36478
جم-ا,20201011,35266.67,37958,35267,37206.33,36286,79203673550.00,1067,36286
جم-ا,20201012,38946.67,39062,36723,38249.00,37206,221587894970.00,2069,37206
جم-ا,20201013,38180.00,40158,36662,38954.33,38249,226236531450.00,1335,38249
جم-ا,20201014,40035.33,40250,37582,38525.00,38954,104485132480.00,1165,38954
جم-ا,20201018,36953.33,38295,36601,37428.67,38525,69045803540.00,432,38525
جم-ا,20201019,35565.67,36041,35558,35956.67,37429,74317798410.00,368,37429
جم-ا,20201020,34162.67,37751,34163,34392.67,35957,121432981250.00,776,35957
جم-ا,20201021,35420.00,35420,32675,33733.33,34393,101321590950.00,692,34393
جم-ا,20201024,0,0,0,33733.33,33733,0.00,0,33733
جم-ا,20201026,0,0,0,33733.33,33733,0.00,0,33733
جم-ا,20201027,32046.67,32047,32047,32230.67,33733,84537406800.00,109,33733
جم-ا,20201028,30620.67,32583,30621,30789.33,32231,190607947650.00,1279,32231
جم-ا,20201031,32169.33,32200,29655,31034.67,30789,36634447940.00,637,30789
جم-ا,20201101,29976.67,32583,29486,30628.33,31035,67391445000.00,620,31035
جم-ا,20201102,29240.67,31050,29241,30505.67,30628,35170672650.00,377,30628
جم-ا,20201104,31862.67,32024,30973,31931.67,30506,107668969660.00,679,30506
جم-ا,20201107,30337.00,30337,30337,31709.33,31932,13235452740.00,120,31932
جم-ا,20201108,0,0,0,31709.33,31709,0.00,0,31709
جم-ا,20201109,0,0,0,31709.33,31709,0.00,0,31709
جم-ا,20201110,30130.00,31817,30130,30268.00,31709,87428293420.00,809,31709
جم-ا,20201111,28941.67,31426,28942,29999.67,30268,146255272270.00,1124,30268
جم-ا,20201114,29999.67,31495,29915,31180.33,30000,165267658140.00,787,30000
جم-ا,20201115,30728.00,32192,29900,30996.33,31180,61041272780.00,823,31180
جم-ا,20201116,29555.00,32277,29555,31203.33,30996,47806988720.00,630,30996
جم-ا,20201117,31050.00,32583,31050,31602.00,31203,43558241150.00,655,31203
جم-ا,20201118,32959.00,32967,31433,32460.67,31602,140454170880.00,1074,31602
جم-ا,20201121,33656.67,33657,31656,32445.33,32461,68656408050.00,879,32461
جم-ا,20201122,0,0,0,32445.33,32445,0.00,0,32445
جم-ا,20201123,0,0,0,32445.33,32445,0.00,0,32445
جم-ا,20201124,30827.67,32047,30828,31847.33,32445,35726267960.00,430,32445
جم-ا,20201125,30291.00,33434,30291,32683.00,31847,132805216350.00,1276,31847
جم-ا,20201128,34155.00,34316,33043,34162.67,32683,248917684600.00,1348,32683
جم-ا,20201129,35650.00,35865,34730,35765.00,34163,333911523550.00,1488,34163
جم-ا,20201130,37413.33,37413,35880,36899.67,35765,132023631240.00,1175,35765
جم-ا,20201201,37405.67,38027,35274,36577.67,36900,139782665660.00,1188,36900
جم-ا,20201202,35995.00,36953,34753,35780.33,36578,174942301480.00,1313,36578
جم-ا,20201205,34101.33,37567,34101,37375.00,35780,549131282780.00,1277,35780
جم-ا,20201206,39238.00,39238,38188,39161.33,37375,764685672280.00,3372,37375
جم-ا,20201207,39866.67,40925,37728,39560.00,39161,353587958870.00,2301,39161
جم-ا,20201208,38333.33,39100,37942,38525.00,39560,262047579830.00,1886,39560
جم-ا,20201209,38333.33,39100,37490,37911.67,38525,172640473610.00,1447,38525
جم-ا,20201212,38026.67,39805,38027,39698.00,37912,531883170380.00,2777,37912
جم-ا,20201213,39636.67,40250,37720,38709.00,39698,131076327950.00,1509,39698
جم-ا,20201214,37183.33,39085,36777,36853.67,38709,385938003190.00,1520,38709
جم-ا,20201215,35036.67,36432,35014,35044.33,36854,323976635420.00,1201,36854
جم-ا,20201216,34116.67,36424,34117,36025.67,35044,159172274310.00,1065,35044
جم-ا,20201219,36447.33,37820,36447,37651.00,36026,258278645550.00,1514,36026
جم-ا,20201220,38333.33,38333,36110,37367.33,37651,162242977600.00,1144,37651
جم-ا,20201221,36110.00,38349,36110,37214.00,37367,144950700840.00,1232,37367
جم-ا,20201222,36140.67,37567,36118,36800.00,37214,115274457500.00,1504,37214
جم-ا,20201223,37352.00,38326,35673,36547.00,36800,123587105520.00,1196,36800
جم-ا,20201226,36554.67,38111,36547,36869.00,36547,153558331670.00,1003,36547
جم-ا,20201227,36861.33,37567,35941,36869.00,36869,78569140680.00,714,36869
جم-ا,20201228,36186.67,38180,36156,37336.67,36869,99465135550.00,718,36869
جم-ا,20201229,37336.67,37774,36424,36807.67,37337,104486993300.00,666,37337
جم-ا,20201230,36317.00,37942,35880,36715.67,36808,185193684170.00,828,36808
جم-ا,20210102,35197.67,37191,34891,35634.67,36716,102205226410.00,747,36716
جم-ا,20210103,34906.33,36723,34906,36140.67,35635,143802868310.00,718,35635
جم-ا,20210104,36945.67,37145,35957,36171.33,36141,87102488480.00,679,36141
جم-ا,20210105,36493.33,36992,34676,35979.67,36171,70302716820.00,745,36171
جم-ا,20210106,0,0,0,35979.67,35980,0.00,0,35980
جم-ا,20210109,0,0,0,35979.67,35980,0.00,0,35980
جم-ا,20210110,0,0,0,35979.67,35980,0.00,0,35980
جم-ا,20210111,0,0,0,35979.67,35980,0.00,0,35980
جم-ا,20210112,34185.67,34186,34186,34829.67,35980,60928979930.00,254,35980
جم-ا,20210113,33879.00,34676,33089,33150.67,34830,178673473850.00,617,34830
جم-ا,20210116,31494.67,32047,31495,32108.00,33151,60199597410.00,197,33151
جم-ا,20210118,30505.67,32108,30506,30544.00,32108,224020807510.00,791,32108
جم-ا,20210119,29041.33,31817,29041,30712.67,30544,62356144130.00,743,30544
جم-ا,20210120,30973.33,32246,30973,32238.33,30713,350932330040.00,717,30713
جم-ا,20210123,33066.33,33618,32277,32836.33,32238,332770326330.00,3239,32238
جم-ا,20210124,34070.67,34071,31203,32215.33,32836,133341600590.00,1573,32836
جم-ا,20210125,31433.33,32813,31088,32146.33,32215,64171203750.00,717,32215
جم-ا,20210126,30666.67,33197,30667,31770.67,32146,56026372090.00,790,32146
جم-ا,20210127,31793.67,33350,30552,31809.00,31771,49105329540.00,617,31771
جم-ا,20210130,33158.33,33396,31817,32966.67,31809,91256478010.00,988,31809
جم-ا,20210131,34193.33,34193,31817,32767.33,32967,51903653340.00,1009,32967
جم-ا,20210201,0,0,0,32767.33,32767,0.00,0,32767
جم-ا,20210202,0,0,0,32767.33,32767,0.00,0,32767
جم-ا,20210203,0,0,0,32767.33,32767,0.00,0,32767
جم-ا,20210206,0,0,0,32767.33,32767,0.00,0,32767
جم-ا,20210207,0,0,0,33000.00,33000,0.00,0,33000
جم-ا,20210208,0,0,0,33000.00,33000,0.00,0,33000
جم-ا,20210209,33900.00,0,0,33000.00,33000,0.00,0,33000
جم-ا,20210213,34980.00,34980,33100,33290.00,33000,31049493140.00,629,33000
جم-ا,20210214,34850.00,34850,32630,33150.00,33290,54714544630.00,722,33290
جم-ا,20210215,32890.00,34990,32490,33060.00,33150,47272400880.00,1059,33150
جم-ا,20210216,33070.00,33600,32400,33000.00,33060,12353156340.00,337,33060
جم-ا,20210217,33000.00,34000,32390,32960.00,33000,20381701940.00,383,33000
جم-ا,20210220,32510.00,33000,32310,32320.00,32960,116372622190.00,479,32960
جم-ا,20210221,31680.00,31700,31680,32130.00,32320,29088721490.00,220,32320
جم-ا,20210222,31490.00,31500,31490,31810.00,32130,47580702220.00,150,32130
جم-ا,20210223,31180.00,32930,31180,31690.00,31810,64518630120.00,750,31810
جم-ا,20210224,31870.00,32900,31060,31590.00,31690,22162026400.00,371,31690
جم-ا,20210227,30960.00,31300,30960,31350.00,31590,38457534880.00,353,31590
جم-ا,20210228,30730.00,31320,30730,31100.00,31350,38961877110.00,195,31350
جم-ا,20210301,30480.00,31430,30480,30550.00,31100,126156339410.00,685,31100
جم-ا,20210302,29940.00,31060,29940,30360.00,30550,73646119700.00,532,30550
جم-ا,20210303,29940.00,30650,29940,30350.00,30360,47759416360.00,362,30360
جم-ا,20210306,30350.00,31490,30000,30430.00,30350,52440124550.00,504,30350
جم-ا,20210307,30140.00,31680,30140,31090.00,30430,145682947100.00,650,30430
جم-ا,20210308,31990.00,32950,31990,32870.00,31090,268944512110.00,1020,31090
جم-ا,20210309,33370.00,34810,33000,33740.00,32870,175469801720.00,1127,32870
جم-ا,20210310,34430.00,34500,33100,34110.00,33740,182026505960.00,1000,33740
جم-ا,20210313,34000.00,36150,34000,35930.00,34110,236847858130.00,929,34110
جم-ا,20210314,37500.00,37880,35710,36130.00,35930,191035292460.00,1054,35930
جم-ا,20210315,35500.00,36940,35430,36440.00,36130,203674256110.00,719,36130
جم-ا,20210316,36000.00,38620,36000,38300.00,36440,489790756740.00,1492,36440
جم-ا,20210317,38900.00,38900,37540,37860.00,38300,150976575010.00,968,38300
جم-ا,20210327,38780.00,38780,37120,37710.00,37860,47398866820.00,555,37860
جم-ا,20210328,37130.00,37890,36960,37500.00,37710,33416056290.00,348,37710
جم-ا,20210330,36750.00,38800,36750,37290.00,37500,69020655900.00,613,37500
جم-ا,20210331,37300.00,37690,36550,37130.00,37290,63209642880.00,647,37290
جم-ا,20210403,37500.00,37500,36390,36940.00,37130,26966802070.00,293,37130
جم-ا,20210404,36210.00,36390,36210,36400.00,36940,72605570410.00,229,36940
جم-ا,20210405,35680.00,36600,35680,36290.00,36400,38057497230.00,393,36400
جم-ا,20210406,36300.00,36300,35700,36260.00,36290,13984643100.00,191,36290
جم-ا,20210407,35560.00,36890,35540,35880.00,36260,56050095220.00,287,36260
جم-ا,20210410,0,0,0,35880.00,35880,0.00,0,35880
جم-ا,20210411,35100.00,0,0,35880.00,35880,0.00,0,35880
جم-ا,20210412,35170.00,35490,35170,35620.00,35880,37983912860.00,256,35880
جم-ا,20210413,35350.00,36450,35350,35960.00,35620,71267163440.00,658,35620
جم-ا,20210414,35960.00,37000,35960,36530.00,35960,141800844730.00,877,35960
جم-ا,20210417,35820.00,36900,35800,36330.00,36530,28542550110.00,516,36530
جم-ا,20210418,35610.00,36200,35610,36140.00,36330,26097805450.00,144,36330
جم-ا,20210419,35420.00,36400,35420,35660.00,36140,72603106760.00,382,36140
جم-ا,20210420,36890.00,36890,34980,35630.00,35660,19459805940.00,362,35660
جم-ا,20210421,34750.00,35910,34600,35590.00,35630,32118052460.00,266,35630
جم-ا,20210424,34610.00,35630,34610,35530.00,35590,7907522090.00,275,35590
جم-ا,20210425,34470.00,35470,34470,35380.00,35530,16891188040.00,244,35530
جم-ا,20210426,34400.00,36120,34400,35450.00,35380,20855500010.00,320,35380
جم-ا,20210427,35400.00,36260,34880,35500.00,35450,12501613590.00,272,35450
جم-ا,20210428,35830.00,36600,35830,35740.00,35500,30606844400.00,311,35500
جم-ا,20210501,36600.00,36800,35520,35750.00,35740,7620573520.00,235,35740
جم-ا,20210502,35990.00,35990,35080,35660.00,35750,23337796940.00,296,35750
جم-ا,20210503,35000.00,35010,34610,35500.00,35660,16663999530.00,267,35660
جم-ا,20210505,34440.00,36490,34440,35350.00,35500,36126214160.00,404,35500
جم-ا,20210508,35500.00,37470,34560,35470.00,35350,22968192550.00,302,35350
جم-ا,20210509,34450.00,35690,34410,35270.00,35470,20227054930.00,242,35470
جم-ا,20210510,34260.00,35150,34220,35060.00,35270,35644183250.00,406,35270
جم-ا,20210511,34500.00,35540,34500,35110.00,35060,66390398990.00,636,35060
جم-ا,20210512,35070.00,37000,34550,35270.00,35110,51239973790.00,438,35110
جم-ا,20210515,33900.00,36200,33900,35230.00,35270,57584071380.00,596,35270
جم-ا,20210516,34410.00,35900,33980,34710.00,35230,57161873380.00,747,35230
جم-ا,20210517,34010.00,35000,33750,34680.00,34710,8982729180.00,227,34710
جم-ا,20210518,34990.00,35790,34400,34720.00,34680,22216784630.00,327,34680
جم-ا,20210519,34730.00,34730,34000,34610.00,34720,18157658910.00,392,34720
جم-ا,20210522,32950.00,34950,32880,33980.00,34610,37603447630.00,300,34610
جم-ا,20210523,32500.00,34000,32500,33780.00,33980,33762460440.00,263,33980
جم-ا,20210524,32610.00,34000,32610,33770.00,33780,12998490730.00,213,33780
جم-ا,20210525,33400.00,34300,33200,33790.00,33770,17450557870.00,285,33770
جم-ا,20210526,33890.00,34700,33230,33810.00,33790,14956177080.00,268,33790
جم-ا,20210529,33810.00,35500,33810,34760.00,33810,65098667280.00,375,33810
جم-ا,20210530,36400.00,36490,34970,35250.00,34760,52348842300.00,422,34760
جم-ا,20210531,35100.00,35480,34130,35240.00,35250,9342451950.00,170,35250
جم-ا,20210601,36770.00,36770,35230,35290.00,35240,14377150050.00,243,35240
جم-ا,20210602,34500.00,36390,34500,35360.00,35290,50833761350.00,343,35290
جم-ا,20210607,36390.00,36390,35020,35590.00,35360,65273720920.00,389,35360
جم-ا,20210608,35200.00,35770,34940,35120.00,35590,103958079790.00,505,35590
جم-ا,20210609,35020.00,35890,34960,35120.00,35120,95982254210.00,253,35120
جم-ا,20210612,34100.00,36000,34100,35120.00,35120,11558542120.00,237,35120
جم-ا,20210613,35130.00,35790,34400,35160.00,35120,42181101660.00,286,35120
جم-ا,20210614,34860.00,35880,34860,35170.00,35160,91153301450.00,226,35160
جم-ا,20210615,35020.00,35800,35020,35190.00,35170,20799440060.00,300,35170
جم-ا,20210616,35160.00,35820,35080,35370.00,35190,123578551020.00,482,35190
جم-ا,20210619,37130.00,37130,37100,37130.00,35370,188219135370.00,804,35370
جم-ا,20210620,38400.00,38980,37200,38360.00,37130,142040659660.00,1527,37130
جم-ا,20210621,38950.00,38960,38000,38280.00,38360,71223499450.00,755,38360
جم-ا,20210622,39000.00,39000,38300,38400.00,38280,32539557600.00,429,38280
جم-ا,20210623,38700.00,39340,38510,38750.00,38400,78786090160.00,913,38400
جم-ا,20210626,39500.00,40680,39500,40550.00,38750,189779473360.00,1244,38750
جم-ا,20210627,42560.00,42570,41200,42230.00,40550,314260717990.00,1935,40550
جم-ا,20210628,43000.00,44270,42250,43540.00,42230,221136087320.00,1719,42230
جم-ا,20210629,44500.00,44500,42520,43730.00,43540,185314712400.00,1768,43540
جم-ا,20210630,0,0,0,43730.00,43730,0.00,0,43730
جم-ا,20210703,0,0,0,43730.00,43730,0.00,0,43730
جم-ا,20210704,0,0,0,43730.00,43730,0.00,0,43730
جم-ا,20210705,0,0,0,43730.00,43730,0.00,0,43730
جم-ا,20210706,0,0,0,43730.00,43730,0.00,0,43730
جم-ا,20210707,0,0,0,32767.33,32767,0.00,0,32767
جم-ا,20210710,0,0,0,27784.00,27784,0.00,0,27784
جم-ا,20210711,40000.00,40000,39520,39840.00,38750,98466372840.00,619,38750
جم-ا,20210712,40090.00,41610,40000,40800.00,39840,127528859690.00,1145,39840
جم-ا,20210713,40000.00,40980,39350,40080.00,40800,115471398780.00,1060,40800
جم-ا,20210714,38850.00,41490,38130,39800.00,40080,116414320470.00,1172,40080
جم-ا,20210717,40980.00,40980,39000,39920.00,39800,109261791320.00,793,39800
جم-ا,20210718,38900.00,39760,38600,39330.00,39920,55230594960.00,618,39920
جم-ا,20210719,38720.00,40000,38720,39600.00,39330,67953577750.00,607,39330
جم-ا,20210726,0.00,0,0,39600.00,39600,0.00,0,39600
جم-ا,20210727,0.00,0,0,39600.00,39600,0.00,0,39600
جم-ا,20210728,41000.00,41980,40770,41060.00,39600,171265501180.00,1134,39600
جم-ا,20210731,41000.00,43110,40490,42940.00,41060,399833547430.00,1804,41060
جم-ا,20210801,44050.00,44400,42500,43500.00,42940,119747086390.00,1138,42940
جم-ا,20210802,44000.00,44000,42420,43490.00,43500,106394960260.00,630,43500
جم-ا,20210803,43510.00,44500,42500,43740.00,43490,145982462090.00,871,43490
جم-ا,20210804,43810.00,45920,43810,45770.00,43740,330022223790.00,1523,43740
جم-ا,20210807,46800.00,46800,44600,45520.00,45770,116693166380.00,948,45770
جم-ا,20210808,45510.00,45600,44520,45400.00,45520,65772083920.00,751,45520
جم-ا,20210809,45530.00,46550,44500,45710.00,45400,124500075300.00,673,45400
جم-ا,20210810,45980.00,46500,45190,45860.00,45710,186705756890.00,819,45710
جم-ا,20210811,46780.00,47990,45920,47330.00,45860,109111111830.00,841,45860
جم-ا,20210814,47780.00,48350,46950,47360.00,47330,92918118790.00,766,47330
جم-ا,20210815,47000.00,48100,46620,47670.00,47360,112373527400.00,713,47360
جم-ا,20210822,47980.00,47980,47040,47670.00,47670,403232380.00,17,47670
جم-ا,20210823,47500.00,49870,47100,47950.00,47670,142411635170.00,865,47670
جم-ا,20210824,48860.00,50340,48000,49560.00,47950,169585498570.00,933,47950
جم-ا,20210825,50000.00,50000,48310,49150.00,49560,200576290830.00,1208,49560
جم-ا,20210828,0.00,0,0,49150.00,49150,0.00,0,49150
جم-ا,20210829,49510.00,49690,47100,47910.00,49150,309292988220.00,1242,49150
جم-ا,20210830,47040.00,47500,45560,46440.00,47910,399119953760.00,1051,47910
جم-ا,20210831,44140.00,47730,44140,46120.00,46440,35354925790.00,603,46440
جم-ا,20210901,46500.00,48420,45220,47660.00,46120,145457219270.00,738,46120
جم-ا,20210904,0.00,0,0,47660.00,47660,0.00,0,47660
جم-ا,20210905,47810.00,49200,47670,47770.00,47660,22746587470.00,503,47660
جم-ا,20210906,46130.00,48210,46130,47670.00,47770,39371835110.00,616,47770
جم-ا,20210907,46000.00,47900,46000,47550.00,47670,21437015880.00,441,47670
جم-ا,20210908,47000.00,49000,46800,47560.00,47550,42142191180.00,647,47550
جم-ا,20210911,48000.00,49000,47560,47830.00,47560,38758572200.00,469,47560
جم-ا,20210912,48980.00,49310,47000,47840.00,47830,69474753130.00,505,47830
جم-ا,20210913,48900.00,48980,47150,47880.00,47840,14115186500.00,313,47840
جم-ا,20210914,48120.00,48960,48100,48090.00,47880,23081493450.00,316,47880
جم-ا,20210915,48300.00,49310,48000,48100.00,48090,22866548400.00,359,48090
جم-ا,20210918,47000.00,48310,46500,48010.00,48100,222098323600.00,398,48100
جم-ا,20210919,46610.00,48690,46020,47260.00,48010,78201637180.00,432,48010
جم-ا,20210920,47190.00,48220,46580,47320.00,47260,78650574280.00,478,47260
جم-ا,20210921,46360.00,47870,45560,46780.00,47320,44065993110.00,357,47320
جم-ا,20210922,46000.00,49110,46000,47070.00,46780,34642890080.00,420,46780
جم-ا,20210925,47990.00,49000,46430,47570.00,47070,42763601810.00,491,47070
جم-ا,20210926,47580.00,48700,46720,47710.00,47570,34701902120.00,444,47570
جم-ا,20210928,47710.00,48250,46330,47700.00,47710,23474035880.00,305,47710
جم-ا,20210929,47100.00,50080,47100,49880.00,47700,229254912900.00,1334,47700
جم-ا,20211002,50130.00,52370,50130,52240.00,49880,185282547670.00,1344,49880
جم-ا,20211003,53890.00,53890,51000,52110.00,52240,119935188900.00,1171,52240
جم-ا,20211004,52590.00,52800,50500,51840.00,52110,158446205550.00,960,52110
جم-ا,20211006,51100.00,52800,51100,51900.00,51840,127267681450.00,567,51840
جم-ا,20211009,52770.00,52800,49500,51190.00,51900,54366986510.00,595,51900
جم-ا,20211010,49400.00,51970,49400,51100.00,51190,76465229090.00,368,51190
جم-ا,20211011,50400.00,51610,49690,51070.00,51100,54378849210.00,454,51100
جم-ا,20211012,50000.00,51390,49600,50010.00,51070,93367091800.00,347,51070
جم-ا,20211013,49020.00,50900,48550,50000.00,50010,19584130610.00,350,50010
جم-ا,20211016,51110.00,51760,50050,50680.00,50000,67506844010.00,552,50000
جم-ا,20211017,51380.00,51500,49900,50530.00,50680,59034599420.00,397,50680
جم-ا,20211018,49300.00,52200,49300,51050.00,50530,71326179470.00,419,50530
جم-ا,20211019,52220.00,52220,51040,51260.00,51050,46313740930.00,369,51050
جم-ا,20211020,51000.00,52000,50400,51160.00,51260,27927937920.00,256,51260
جم-ا,20211023,50510.00,51160,49400,50490.00,51160,57865724490.00,297,51160
جم-ا,20211025,50740.00,50740,47970,48230.00,50490,124464231510.00,1348,50490
جم-ا,20211026,49600.00,49600,47020,48420.00,48230,75470066080.00,486,48230
جم-ا,20211027,49280.00,49290,48010,48610.00,48420,37633078460.00,273,48420
جم-ا,20211030,48000.00,49990,47070,48520.00,48610,29612037960.00,258,48610
جم-ا,20211031,48500.00,49000,46100,46310.00,48520,95485637780.00,521,48520
جم-ا,20211101,46310.00,47900,45200,46310.00,46310,49635306300.00,472,46310
جم-ا,20211102,46290.00,46500,46140,46280.00,46310,41191414100.00,615,46310
جم-ا,20211103,46480.00,47900,45060,46370.00,46280,75896960870.00,586,46280
جم-ا,20211106,47490.00,47970,46310,46920.00,46370,47181835280.00,780,46370
جم-ا,20211107,46150.00,47170,46000,46800.00,46920,35556378780.00,482,46920
جم-ا,20211108,46150.00,47900,46100,47040.00,46800,41610591050.00,466,46800
جم-ا,20211109,48100.00,48870,47020,47980.00,47040,142848852530.00,492,47040
جم-ا,20211110,47980.00,48840,47980,48360.00,47980,134196944380.00,362,47980
جم-ا,20211113,47500.00,49090,47060,48640.00,48360,94951610440.00,372,48360
جم-ا,20211114,49180.00,49180,48520,48730.00,48640,35423781020.00,253,48640
جم-ا,20211115,48750.00,49000,48010,48640.00,48730,30981252900.00,271,48730
جم-ا,20211116,48000.00,48950,47100,48560.00,48640,22239093830.00,243,48640
جم-ا,20211117,47620.00,49130,47620,48620.00,48560,18291217740.00,291,48560
جم-ا,20211120,49000.00,49000,47200,48390.00,48620,21845850180.00,304,48620
جم-ا,20211121,47500.00,48980,47500,48370.00,48390,11193953560.00,232,48390
جم-ا,20211122,47610.00,49050,47610,48500.00,48370,25265729850.00,217,48370
جم-ا,20211123,48800.00,48920,48400,48520.00,48500,27527850540.00,280,48500
جم-ا,20211124,48510.00,48960,48210,48520.00,48520,14137418860.00,229,48520
جم-ا,20211127,48000.00,48500,46500,48420.00,48520,17709170690.00,236,48520
جم-ا,20211128,47250.00,48430,47090,48350.00,48420,47561319130.00,354,48420
جم-ا,20211129,47250.00,48900,47250,48360.00,48350,31073724680.00,269,48350
جم-ا,20211130,47150.00,48900,47150,48290.00,48360,31844512260.00,273,48360
جم-ا,20211201,47340.00,48860,47300,48230.00,48290,13496341970.00,188,48290
جم-ا,20211204,47420.00,48800,47420,48360.00,48230,52722140400.00,344,48230
جم-ا,20211205,48900.00,48990,47850,48410.00,48360,14114392180.00,207,48360
جم-ا,20211206,47500.00,49500,47500,48640.00,48410,43667717720.00,285,48410
جم-ا,20211207,48700.00,49900,48050,49080.00,48640,146752523390.00,546,48640
جم-ا,20211208,49900.00,50100,48530,49150.00,49080,19830178110.00,438,49080
جم-ا,20211211,48540.00,49400,47770,49070.00,49150,16024210080.00,315,49150
جم-ا,20211212,48000.00,49020,47750,48910.00,49070,24278403310.00,221,49070
جم-ا,20211213,48000.00,48980,46770,48680.00,48910,23571722200.00,242,48910
جم-ا,20211214,47230.00,48960,47230,48530.00,48680,43502404610.00,328,48680
جم-ا,20211215,48530.00,49200,47800,48520.00,48530,29451387110.00,233,48530
جم-ا,20211218,47630.00,49100,47630,48590.00,48520,80248657570.00,393,48520
جم-ا,20211219,48010.00,48200,47600,48400.00,48590,30923271150.00,262,48590
جم-ا,20211220,48300.00,49000,47010,48480.00,48400,85768793860.00,409,48400
جم-ا,20211221,49200.00,49210,48010,48600.00,48480,41649077350.00,206,48480
جم-ا,20211222,49390.00,50350,48600,49420.00,48600,141519648590.00,458,48600
